id,product_id,tiki_product_id,seller_product_id,sku,name,short_description,type,brand_name,brand_id,price,list_price,original_price,market_price,discount,discount_rate,rating_average,review_count,quantity_sold,quantity_sold_text,is_official_store,is_freeship,inventory_status,is_tikinow,tikinow_time,thumbnail_url,product_url,badges,seller_id,seller_name,seller_type,seller_logo,seller_rating,seller_reviews,seller_followers,category_id,category_name,stock_qty,stock_available,stock_preorder,stock_min_sale_qty,stock_max_sale_qty
104707258,,,172002422,6288773270052,Jum nữ phối quần dáng dài lệch vai sang chảnh QC,,,OEM,111461,79999,,79999,,0,0,4.0,1,8.0,Đã bán 8,0,,,,,https://salt.tikicdn.com/cache/280x280/ts/product/ea/b9/64/e0bbbffe7e0a51ae2f6c5c76550764a5.jpg,https://tiki.vn/jum-nu-phoi-quan-dang-dai-lech-vai-sang-chanh-qc-p104707258.html?spid=172002422,,76045,New Sky Shop 18,,,,,,,,,,,,
121010160,,,121010166,1171777955983,Áo len nữ Haint Boutique thiết kế dài tay phối ren nữ tính al27,,,Haint Boutique,248413,220000,,220000,,0,0,5.0,3,4.0,Đã bán 4,0,,,,,https://salt.tikicdn.com/cache/280x280/ts/product/93/24/e4/dc40b638d5bd0892d292c1e734a0a03d.jpg,https://tiki.vn/ao-len-nu-dai-tay-al27-p121010160.html?spid=121010166,,10738,ĐŨI VIỆT Official,,,,,,,,,,,,
8464988,,,8470486,5188682568027,Áo Sơ Mi Nữ Tay Dài Titishop SMN115 - Xanh Đen (Size,,,Titishop,144467,69000,,69000,,0,0,0.0,0,3.0,Đã bán 3,0,,,,,https://salt.tikicdn.com/cache/280x280/ts/product/4a/36/c4/70a3a4d3e2d5b6ede47d2d2da7ef2436.jpg,https://tiki.vn/ao-so-mi-nu-tay-dai-titishop-smn115-xanh-den-p8464988.html?spid=8470486,,476,TitiShop,,,,,,,,,,,,
35577838,,,35577840,7544932695352,Áo len nữ tay dài cổ cao chất len mềm dày ấm mặc động  L23,,,Haint Boutique,248413,229000,,229000,,0,0,4.0,7,26.0,Đã bán 26,0,,,,,https://salt.tikicdn.com/cache/280x280/ts/product/ee/a7/b5/de6913307a852d9a3d01ffc26142c498.jpg,https://tiki.vn/ao-len-nu-tay-dai-chat-len-mem-23-xanh-p35577838.html?spid=35577840,,10738,ĐŨI VIỆT Official,,,,,,,,,,,,
37975688,,,37975692,6954570406912,Áo Sơ Mi Nữ Form Dài Che Quần Cá Tính SM013 MayHomes,,,MAYHOMES,537679,109000,,109000,,0,0,4.5,31,113.0,Đã bán 113,0,,,,,https://salt.tikicdn.com/cache/280x280/ts/product/ba/fd/4d/e408d9d075939861ec8f9014837a69db.png,https://tiki.vn/ao-so-mi-nu-form-dai-che-quan-ca-tinh-sm013-mayhomes-p37975688.html?spid=37975692,,5826,MAYHOMES Official Store,,,,,,,,,,,,
129578500,,,129578504,7900980803788,Áo ren xuyên thấu dài tay nữ,,,AAA,24949,40000,,40000,,0,0,5.0,1,1.0,Đã bán 1,0,,,,,https://salt.tikicdn.com/cache/280x280/ts/product/cc/0e/2a/35bea97cdbabba54a42e5a830725b682.jpg,https://tiki.vn/ao-ren-xuyen-thau-dai-tay-nu-p129578500.html?spid=129578504,,225326,So Peachy House,,,,,,,,,,,,
32257277,,,32257279,7747779378734,Áo len nữ dài tay phối dây bên hông xinh xắn 16,,,Haint Boutique,248413,220000,,220000,,0,0,4.0,2,7.0,Đã bán 7,0,,,,,https://salt.tikicdn.com/cache/280x280/ts/product/a1/a4/ac/d9ebda0460c123d8088cb1265dbe56d7.jpg,https://tiki.vn/ao-len-nu-dai-tay-phoi-day-ben-hong-xinh-xan-16-p32257277.html?spid=32257279,,10738,ĐŨI VIỆT Official,,,,,,,,,,,,
276058726,,,276058736,7482434381750,"Set bộ áo vest nữ và quần dài ống đứng sang chảnh, quý phái, form đẹp chuẩn Hàn bv02",,,Haint Boutique,248413,599000,,599000,,0,0,0.0,0,,,0,,,,,https://salt.tikicdn.com/cache/280x280/ts/product/b3/6f/ed/1ee2ff4a687de910fb4f25487bd81dd1.jpg,https://tiki.vn/set-bo-ao-vest-nu-va-quan-dai-ong-dung-sang-chanh-quy-phai-form-dep-chuan-han-bv02-p276058726.html?spid=276058736,,235034,HaiBoutique,,,,,,,,,,,,
278636471,,,278636479,1177492423145,"Set áo quần trắng xếp ly NGADO , set áo quần dài , set áo quần kiểu Nữ",,,NGADO,8216940,1300000,,1300000,,0,0,0.0,0,,,0,,,,,https://salt.tikicdn.com/cache/280x280/ts/product/d0/13/da/349f6ca29e0318134f111fff52568480.jpg,https://tiki.vn/set-ao-quan-trang-xep-ly-ngado-set-ao-quan-dai-set-ao-quan-kieu-nu-p278636471.html?spid=278636479,,344204,NGADO,,,,,,,,,,,,
193637056,,,193637060,2415319860534,"Áo len cổ tròn ren phong cách Hàn Quốc,Áo len nữ dài tay thu đông Haint Boutique Al50",,,Haint Boutique,248413,189000,,189000,,0,0,0.0,0,1.0,Đã bán 1,0,,,,,https://salt.tikicdn.com/cache/280x280/ts/product/8a/e1/05/e5f5c7822c755d4ad4bdc02c3fc6f167.jpg,https://tiki.vn/ao-len-co-tron-ren-phong-cach-han-quoc-ao-len-nu-dai-tay-thu-dong-haint-boutique-p193637056.html?spid=193637060,,10738,ĐŨI VIỆT Official,,,,,,,,,,,,
132703002,,,133158863,3375484974600,"Áo len nữ, áo len dài tay cổ tim Al72",,,Haint Boutique,248413,169000,,169000,,0,0,0.0,0,,,0,,,,,https://salt.tikicdn.com/cache/280x280/ts/product/de/02/d7/879def71e9fafa7d6e948cdeffef839c.jpg,https://tiki.vn/ao-len-nu-ao-len-dai-tay-co-chu-v-al72-p132703002.html?spid=133158863,,10738,ĐŨI VIỆT Official,,,,,,,,,,,,
